,card,fouls_committed,fouls_suffered,goal,goals,league,player,season,shotoff,shoton,team,penalties,non_penalties
2988,[u'y'],9,12,[],0,7809,681383,2015/2016,0,1,8178,0,0
2989,"[u'y', u'y']",9,4,[u'shot'],1,7809,664970,2015/2016,4,1,9904,0,1
2990,[],1,0,[],0,7809,253779,2015/2016,0,0,8721,0,0
2991,[],0,0,[],0,7809,664552,2015/2016,1,0,8722,0,0
2992,"[u'y', u'y']",6,7,[],0,7809,111858,2015/2016,1,1,8406,0,0
2993,[u'y'],1,1,[],0,7809,441164,2015/2016,0,0,9810,0,0
2994,[u'y'],13,8,"[u'shot', u'shot']",2,7809,50638,2015/2016,3,2,8178,0,2
2995,[u'y'],13,10,[],0,7809,692973,2015/2016,9,6,9904,0,0
2996,[],1,0,[],0,7809,38432,2015/2016,0,0,9823,0,0
2997,[],2,1,[],0,7809,26588,2015/2016,0,1,9788,0,0
2998,[],4,5,[],0,7809,40735,2015/2016,0,0,9788,0,0
2999,[],2,2,[],0,7809,501569,2015/2016,1,0,9904,0,0
3000,"[u'y', u'y']",1,1,[],0,7809,41618,2015/2016,0,0,9788,0,0
3001,[],0,2,[],0,7809,520342,2015/2016,0,2,8721,0,0
3002,[u'y'],0,1,[],0,7809,24104,2015/2016,0,0,9790,0,0
3003,[],2,3,[u'volley'],1,7809,365624,2015/2016,0,0,10269,0,1
3004,[],0,3,[],0,7809,36878,2015/2016,0,0,8177,0,0
3005,[],1,3,[],0,7809,614384,2015/2016,1,0,8177,0,0
3006,[],0,0,[],0,7809,623929,2015/2016,1,0,8177,0,0
3007,[],2,3,[],0,7809,748432,2015/2016,0,1,9904,0,0
3008,[],0,0,[],0,7809,182893,2015/2016,1,0,10269,0,0
3009,[u'y'],2,0,[],0,7809,413411,2015/2016,1,0,9790,0,0
3010,[],0,2,[],0,7809,66757,2015/2016,0,0,9810,0,0
3011,[],0,0,[],0,7809,278867,2015/2016,1,0,8697,0,0
3012,[],0,0,[],0,7809,267993,2015/2016,0,1,9905,0,0
3013,"[u'y', u'y', u'y']",32,63,"[u'shot', u'shot', u'shot', u'shot', u'shot']",5,10257,29587,2014/2015,23,21,8524,0,5
3014,"[u'y', u'y', u'y', u'y']",17,34,"[u'header', u'header']",2,10257,39440,2014/2015,6,6,9876,0,2
3015,[u'y'],12,15,[u'volley'],1,10257,68436,2014/2015,5,7,8524,0,1
3016,"[u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",40,34,[u'distance'],1,10257,24516,2014/2015,12,12,9876,0,1
3017,"[u'y', u'y', u'y', u'y']",30,12,[u'header'],1,10257,40601,2014/2015,11,15,9876,0,1
3018,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",29,45,[],0,10257,25519,2014/2015,12,7,8524,0,0
3019,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",43,20,[u'shot'],1,10257,94326,2014/2015,8,5,8524,0,1
3020,"[u'y', u'y', u'y']",79,97,"[u'volley', u'loose_ball', u'shot', u'tap_in', 'penalty', u'shot', u'header', u'shot', u'shot', 'penalty', u'shot', u'shot', u'shot', u'volley', u'shot', u'shot', u'shot', u'volley', u'shot', 'penalty', u'shot', 'penalty']",22,10257,30709,2014/2015,60,53,9876,4,18
3021,"[u'y', u'y', u'y', u'y']",13,13,[],0,10257,39763,2014/2015,2,0,9876,0,0
3022,"[u'y', u'y', u'y', u'y2', u'y', u'y']",25,18,"[u'header', u'header']",2,10257,27660,2014/2015,4,1,8524,0,2
3023,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",30,42,"[u'header', u'header', u'shot', u'lob', u'header', u'header']",6,10257,42491,2014/2015,15,14,9876,0,6
3024,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",57,48,[],0,10257,27671,2014/2015,20,22,8524,0,0
3025,"[u'y', u'y', u'y']",13,7,[],0,10257,173609,2014/2015,1,0,9876,0,0
3026,[],2,3,[],0,10257,127460,2014/2015,1,2,8524,0,0
3027,"[u'r', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y2']",24,27,[],0,10257,30740,2014/2015,6,4,9876,0,0
3028,"[u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",62,48,[],0,10257,49940,2014/2015,10,10,8524,0,0
3029,"[u'y', u'y', u'y', u'y', u'y', u'y']",21,9,[u'shot'],1,10257,41332,2014/2015,7,2,9876,0,1
3030,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",64,42,"[u'header', u'distance', u'distance']",3,10257,110378,2014/2015,21,21,9876,0,3
3031,"[u'y', u'y', u'y']",14,16,[u'shot'],1,10257,24789,2014/2015,14,14,9876,0,1
3032,"[u'y', u'y', u'y']",10,12,"[u'shot', u'shot', u'shot', u'distance', u'shot']",5,10257,362194,2014/2015,9,19,9876,0,5
3033,"[u'y', u'y', u'y', u'y']",27,17,"[u'shot', u'header']",2,10257,168727,2014/2015,6,9,9876,0,2
3034,"[u'y', u'y', u'r', u'y']",23,10,"[u'shot', u'tap_in', u'tap_in']",3,10257,198583,2014/2015,8,2,8524,0,3
3035,"[u'y', u'y', u'y', u'y']",49,39,"['penalty', u'shot', u'shot', u'bicycle_kick', 'penalty', 'penalty', u'header', u'header']",8,10257,35421,2014/2015,22,27,8524,3,5
3036,[u'y'],30,18,[],0,10257,27690,2014/2015,15,11,8524,0,0
3037,"[u'y', u'y', u'y', u'y', u'y']",21,4,[u'indirect freekick'],1,10257,50449,2014/2015,8,10,10167,0,1
3038,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y']",53,38,[u'header'],1,10257,27679,2014/2015,2,3,10167,0,1
3039,"[u'y', u'y', u'y', u'y', u'y2']",10,26,[],0,10257,41754,2014/2015,3,0,9880,0,0
3040,"[u'y', u'y', u'y']",24,10,"[u'direct_freekick', u'shot']",2,10257,41694,2014/2015,13,14,10167,0,2
3041,"[u'y', u'y', u'y']",30,27,[],0,10257,41735,2014/2015,1,1,9880,0,0
3042,[],2,2,[],0,10257,40686,2014/2015,1,0,10167,0,0
3043,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",38,21,[],0,10257,41536,2014/2015,2,0,9880,0,0
3044,"[u'y', u'y', u'y']",15,13,"[u'header', u'volley', u'header', u'distance', 'penalty']",5,10257,237623,2014/2015,11,8,9880,1,4
3045,"[u'y', u'y']",7,5,[],0,10257,40621,2014/2015,0,1,10167,0,0
3046,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y']",36,27,[],0,10257,96646,2014/2015,3,2,9880,0,0
3047,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",26,27,[u'loose_ball'],1,10257,24484,2014/2015,1,1,9880,0,1
3048,[u'y'],37,21,"[u'lob', u'header', u'shot', u'lob']",4,10257,41413,2014/2015,15,10,10167,0,4
3049,"[u'y', u'y', u'y', u'y', u'y', u'y']",48,22,[],0,10257,41376,2014/2015,8,7,9880,0,0
3050,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",33,23,[],0,10257,213366,2014/2015,7,6,10167,0,0
3051,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",56,25,['penalty'],1,10257,42420,2014/2015,15,12,9880,1,0
3052,[u'y'],12,8,[],0,10257,39422,2014/2015,1,4,10167,0,0
3053,[],6,15,[u'header'],1,10257,150407,2014/2015,4,4,9880,0,1
3054,[],1,0,[],0,10257,38827,2014/2015,0,1,10167,0,0
3055,"[u'y', u'y']",13,1,"[u'shot', u'tap_in']",2,10257,150389,2014/2015,14,20,10167,0,2
3056,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",29,17,[],0,10257,41478,2014/2015,6,2,9880,0,0
3057,"[u'y', u'y']",10,53,"[u'volley', u'shot', 'penalty', 'penalty', u'volley', u'direct_freekick', 'penalty', u'shot']",8,10257,27663,2014/2015,25,24,9880,3,5
3058,"[u'y', u'y', u'y', u'y']",18,17,[],0,10257,49543,2014/2015,6,1,9885,0,0
3059,"[u'y', u'y', u'y', u'y']",30,49,[],0,10257,182765,2014/2015,16,15,8533,0,0
3060,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",41,40,"['penalty', u'distance', u'shot', u'header', 'penalty', u'distance', u'shot']",7,10257,49939,2014/2015,28,15,9885,2,5
3061,"[u'y', u'y', u'y', u'y']",48,33,[],0,10257,36121,2014/2015,17,18,8533,0,0
3062,[u'y'],2,0,[],0,10257,41098,2014/2015,0,0,8533,0,0
3063,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",51,27,"[u'shot', u'volley', 'penalty']",3,10257,41890,2014/2015,28,20,9885,1,2
3064,"[u'y', u'y', u'y']",14,21,[],0,10257,239350,2014/2015,6,3,8533,0,0
3065,[],14,13,[],0,10257,429265,2014/2015,8,5,9885,0,0
3066,[u'y'],28,16,[u'shot'],1,10257,33640,2014/2015,11,4,8533,0,1
3067,"[u'y', u'y', u'y', u'y', u'y', u'y']",32,48,"[u'shot', u'loose_ball', u'shot', u'loose_ball', u'shot', u'shot', u'shot', u'shot', u'shot', u'direct_freekick', u'shot', u'indirect freekick', u'shot', u'shot', u'header', u'shot', u'shot', u'distance', 'penalty', 'penalty']",20,10257,38817,2014/2015,36,58,9885,2,18
3068,"[u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",32,51,"[u'distance', u'shot', u'shot']",3,10257,30474,2014/2015,16,6,9885,0,3
3069,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",33,26,[],0,10257,26223,2014/2015,3,4,8533,0,0
3070,"[u'y', u'y']",6,5,[],0,10257,111862,2014/2015,3,4,9885,0,0
3071,"[u'y', u'y', u'y', u'y', u'y', u'y']",23,25,[],0,10257,42008,2014/2015,1,0,8533,0,0
3072,[u'y'],2,10,[u'volley'],1,10257,96616,2014/2015,3,3,9885,0,1
3073,"[u'y', u'y']",52,28,"[u'volley', u'header', u'shot', u'volley', u'shot', u'deflected', u'volley', u'header', u'shot']",9,10257,109121,2014/2015,34,36,8533,0,9
3074,"[u'y', u'y', u'y', u'y']",58,33,"[u'shot', u'shot', u'volley', u'distance', u'distance', u'volley', u'deflected', u'distance']",8,10257,248453,2014/2015,26,25,9885,0,8
3075,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",35,19,[],0,10257,39304,2014/2015,3,3,8533,0,0
3076,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",28,17,"[u'volley', u'shot', u'distance']",3,10257,24235,2014/2015,13,8,9885,0,3
3077,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",79,126,[],0,10257,39487,2014/2015,8,11,8533,0,0
3078,"[u'y', u'y2', u'y']",33,6,[],0,10257,161661,2014/2015,4,1,8533,0,0
3079,"[u'y', u'y']",28,33,"[u'shot', u'volley', u'shot', u'distance']",4,10257,210278,2014/2015,12,13,9885,0,4
3080,[],51,18,"[u'loose_ball', u'volley', u'shot', u'tap_in', u'header', u'shot', u'header']",7,10257,33030,2014/2015,21,21,9885,0,7
3081,"[u'y', u'y', u'r', u'y', u'y', u'y', u'y']",26,25,[],0,10257,244966,2014/2015,4,5,10233,0,0
3082,[],4,9,[],0,10257,50074,2014/2015,0,4,9875,0,0
3083,"[u'y', u'y']",21,16,"[u'header', u'header', u'header']",3,10257,35575,2014/2015,9,12,10233,0,3
3084,"[u'y', u'y', u'y', u'y']",26,24,[u'distance'],1,10257,25818,2014/2015,15,8,9875,0,1
3085,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",39,41,[],0,10257,39535,2014/2015,7,2,9875,0,0
3086,"[u'y', u'y', u'y', u'y', u'y']",59,56,"[u'distance', u'header']",2,10257,72518,2014/2015,22,20,10233,0,2
3087,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",67,62,[],0,10257,52243,2014/2015,11,10,10233,0,0
3088,[],3,7,"[u'shot', u'header']",2,10257,193441,2014/2015,16,22,9875,0,2
3089,"[u'y', u'y']",19,5,[u'volley'],1,10257,39284,2014/2015,3,0,10233,0,1
3090,"[u'y', u'y', u'y', u'y', u'y']",39,41,"[u'volley', u'shot', u'shot', u'shot', u'shot', u'shot', u'header', 'penalty', u'distance', u'shot', 'penalty', u'shot', u'shot', u'tap_in', 'penalty', u'shot']",16,10257,25759,2014/2015,37,54,9875,3,13
3091,"[u'y', u'y', u'y', u'y', u'y']",10,44,"['penalty', u'shot', 'penalty', u'shot']",4,10257,101422,2014/2015,22,17,10233,2,2
3092,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y']",38,33,[],0,10257,30928,2014/2015,5,3,10233,0,0
3093,[u'y'],31,61,"[u'volley', u'shot', u'shot', u'volley', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot', u'shot']",11,10257,150330,2014/2015,30,40,9875,0,11
3094,"[u'y', u'y', u'y', u'y', u'y']",26,24,[],0,10257,282775,2014/2015,4,2,9875,0,0
3095,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",29,24,[],0,10257,34029,2014/2015,6,4,9875,0,0
3096,[u'y'],1,0,[],0,10257,165971,2014/2015,0,0,10233,0,0
3097,[u'y'],16,22,"[u'shot', u'header', u'shot', u'shot', u'shot', u'volley', u'volley']",7,10257,41658,2014/2015,28,45,9875,0,7
3098,[u'y'],3,1,[],0,10257,118528,2014/2015,2,1,9875,0,0
3099,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",48,22,[u'loose_ball'],1,10257,41655,2014/2015,8,3,10233,0,1
3100,"[u'y', u'y', u'y', u'y', u'y', u'y']",26,28,"[u'loose_ball', u'shot', 'penalty', u'shot', u'shot', u'tap_in', u'shot', u'shot', u'shot', 'penalty', u'shot', u'shot', u'shot']",13,10257,161015,2014/2015,18,31,10233,2,11
3101,"[u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y']",48,18,[u'header'],1,10257,210428,2014/2015,4,1,9875,0,1
3102,[u'y'],18,19,"[u'shot', u'header', u'shot']",3,10257,24123,2014/2015,11,12,9875,0,3
3103,"[u'y', u'y', u'r', u'y', u'y']",28,36,"['penalty', u'shot', u'shot', u'shot', u'loose_ball', u'shot']",6,10257,46104,2014/2015,23,29,9875,1,5
3104,"[u'y', u'y', u'y', u'y', u'y']",35,50,[u'shot'],1,10257,57124,2014/2015,18,7,8564,0,1
3105,"[u'y', u'y', u'y']",20,22,[u'shot'],1,10257,488958,2014/2015,13,23,8543,0,1
3106,"[u'y', u'y', u'y', u'y', u'y']",29,19,[],0,10257,39555,2014/2015,4,5,8564,0,0
3107,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",54,19,"[u'header', u'tap_in', u'loose_ball']",3,10257,66890,2014/2015,9,10,8543,0,3
3108,"[u'y', u'y', u'y']",8,6,[u'header'],1,10257,26564,2014/2015,5,6,8564,0,1
3109,"[u'y', u'y', u'y']",9,9,"[u'distance', u'shot', u'shot']",3,10257,161328,2014/2015,10,13,8564,0,3
3110,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",70,26,"[u'shot', u'header', u'volley', u'shot', u'shot', u'indirect freekick', u'distance', u'bicycle_kick', u'shot']",9,10257,73999,2014/2015,17,27,8543,0,9
3111,"[u'y', u'y', u'y', u'y', u'y', u'y']",63,44,"[u'volley', 'penalty', u'direct_freekick']",3,10257,38393,2014/2015,14,11,8543,1,2
3112,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y2']",26,10,[],0,10257,26171,2014/2015,1,2,8543,0,0
3113,"[u'y', u'y', u'y', u'y', u'y2']",52,78,"['penalty', 'penalty', u'volley', 'penalty', u'shot', u'shot', 'penalty', 'penalty', u'shot', u'shot', 'penalty', u'shot', 'penalty', u'shot', 'penalty', u'distance']",16,10257,33782,2014/2015,26,29,8564,8,8
3114,"[u'y', u'y', u'y', u'y', u'y']",20,11,"[u'shot', u'distance']",2,10257,30905,2014/2015,4,7,8564,0,2
3115,"[u'y', u'y', u'y', u'y', u'y']",22,23,[],0,10257,30983,2014/2015,11,8,8543,0,0
3116,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",31,32,"[u'shot', u'bicycle_kick', u'header']",3,10257,30598,2014/2015,8,6,8564,0,3
3117,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",26,19,[],0,10257,43341,2014/2015,6,3,8543,0,0
3118,"[u'y', u'y', u'y']",32,54,"[u'shot', u'header', u'shot', u'direct_freekick', u'shot', u'shot']",6,10257,72656,2014/2015,13,21,8564,0,6
3119,"[u'y', u'y', u'y', u'y', u'y2']",25,9,[],0,10257,188555,2014/2015,6,3,8543,0,0
3120,"[u'y', u'y', u'y', u'y', u'y']",12,41,"[u'volley', 'penalty', u'shot', 'penalty', u'direct_freekick', u'distance', u'shot', u'shot', u'shot']",9,10257,11685,2014/2015,47,59,8543,2,7
3121,[u'y'],37,24,"[u'header', u'tap_in', u'header', u'tap_in', u'shot', u'volley', u'header', u'tap_in']",8,10257,106292,2014/2015,13,16,8543,0,8
3122,"[u'y', u'r']",12,5,[],0,10257,24970,2014/2015,0,2,8564,0,0
3123,"[u'y', u'y2', u'y']",13,16,[],0,10257,30675,2014/2015,2,3,8564,0,0
3124,[u'y'],4,3,[],0,10257,46241,2014/2015,2,2,8564,0,0
3125,"[u'y', u'y', u'y', u'y', u'y']",20,51,"[u'shot', u'header', u'shot', u'shot', u'shot', u'shot', u'tap_in', u'header', u'distance']",9,10257,25594,2014/2015,18,16,8543,0,9
3126,"[u'y', u'y', u'y', u'y', u'y']",56,27,"[u'volley', u'shot', u'shot', u'volley', u'header', u'header', u'shot', u'shot', u'header', u'shot', u'loose_ball', u'loose_ball']",12,10257,30638,2014/2015,19,18,8543,0,12
3127,"[u'y', u'r', u'y']",0,6,[],0,10257,41466,2014/2015,0,0,8564,0,0
3128,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",64,41,"[u'shot', u'shot', u'shot', u'volley']",4,10257,181995,2014/2015,23,22,9882,0,4
3129,"[u'y', u'y2', u'y', u'y2', u'y', u'y']",29,25,"[u'direct_freekick', u'distance']",2,10257,30920,2014/2015,21,14,8540,0,2
3130,"[u'y', u'y']",13,8,[u'header'],1,10257,164029,2014/2015,1,0,8540,0,1
3131,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",74,35,"[u'shot', u'header', u'volley', u'volley', u'shot', u'volley', u'shot', u'shot', u'distance']",9,10257,42651,2014/2015,10,9,8540,0,9
3132,"[u'y', u'y', u'y', u'y']",15,10,[],0,10257,41874,2014/2015,1,1,8540,0,0
3133,"[u'y', u'y', u'y', u'y']",42,60,"[u'shot', u'tap_in', u'distance', 'penalty', u'distance', u'shot', u'header', u'shot', u'distance']",9,10257,39295,2014/2015,36,32,9882,1,8
3134,"[u'y', u'y', u'y']",18,6,[],0,10257,40656,2014/2015,3,7,8540,0,0
3135,"[u'y', u'y2']",6,6,[],0,10257,22283,2014/2015,1,3,9882,0,0
3136,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",80,114,"[u'lob', u'shot', u'loose_ball', u'volley', u'distance', u'shot', u'header', u'shot', 'penalty', u'shot']",10,10257,270774,2014/2015,47,34,8540,1,9
3137,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",48,40,"[u'header', u'shot', u'shot', u'shot']",4,10257,25587,2014/2015,7,5,9882,0,4
3138,"[u'y', u'y', u'y']",15,28,[],0,10257,113239,2014/2015,2,1,8540,0,0
3139,"[u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",25,26,[],0,10257,163918,2014/2015,6,1,9882,0,0
3140,"[u'y', u'y', u'y']",26,91,"[u'shot', u'shot', 'penalty', u'shot', u'shot', u'shot', 'penalty', u'shot', u'shot', u'direct_freekick', u'shot', 'penalty', u'shot']",13,10257,325916,2014/2015,61,45,8540,3,10
3141,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",51,44,"[u'loose_ball', u'backheel', u'distance']",3,10257,163919,2014/2015,8,14,9882,0,3
3142,[],2,1,[],0,10257,150410,2014/2015,1,0,9882,0,0
3143,"[u'y', u'y', u'y', u'y', u'y', u'y']",101,92,"[u'volley', u'header', u'shot', u'loose_ball']",4,10257,27696,2014/2015,24,23,9882,0,4
3144,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y']",35,39,[],0,10257,139806,2014/2015,6,1,8540,0,0
3145,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",36,16,[],0,10257,18823,2014/2015,5,4,9882,0,0
3146,"[u'y', u'y', u'y']",43,44,"[u'shot', 'penalty', u'header', u'shot', u'header', u'shot']",6,10257,309726,2014/2015,23,14,8540,1,5
3147,[],19,9,[u'lob'],1,10257,37273,2014/2015,10,8,9882,0,1
3148,"[u'y', u'y', u'y']",11,19,"[u'shot', u'volley']",2,10257,24793,2014/2015,3,2,9882,0,2
3149,[],5,0,[],0,10257,97789,2014/2015,1,0,8540,0,0
3150,"[u'y', u'y', u'y', u'y']",18,13,[u'shot'],1,10257,144999,2014/2015,2,1,8535,0,1
3151,"[u'y', u'y']",9,8,[],0,10257,38834,2014/2015,3,3,8686,0,0
3152,"[u'y', u'y']",36,19,"[u'header', u'shot', u'shot', u'shot', u'distance', u'loose_ball', u'shot']",7,10257,184629,2014/2015,17,18,8535,0,7
3153,"[u'r', u'y', u'y', u'y', u'y', u'y', u'r']",32,17,[],0,10257,161683,2014/2015,5,2,8686,0,0
3154,"[u'y', u'y', u'y', u'y']",27,19,[u'shot'],1,10257,196169,2014/2015,18,10,8535,0,1
3155,"[u'y', u'y', u'y', u'y', u'y']",30,39,"[u'shot', u'bicycle_kick', u'distance', 'penalty', 'penalty', u'shot', 'penalty', 'penalty']",8,10257,30714,2014/2015,17,26,8686,4,4
3156,"[u'y', u'y', u'y', u'y2', u'y', u'y']",37,22,"[u'header', u'header']",2,10257,178955,2014/2015,7,5,8535,0,2
3157,"[u'y', u'y', u'y', u'y']",39,47,"[u'tap_in', u'shot']",2,10257,245572,2014/2015,19,12,8686,0,2
3158,"[u'y', u'y', u'y', u'y']",25,36,[],0,10257,37545,2014/2015,10,9,8535,0,0
3159,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",54,58,"[u'volley', u'shot', u'bicycle_kick', u'volley', u'shot']",5,10257,41433,2014/2015,37,29,8686,0,5
3160,"[u'y', u'y']",16,1,[u'volley'],1,10257,39719,2014/2015,6,11,8535,0,1
3161,"[u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y']",21,14,"[u'shot', u'shot']",2,10257,71500,2014/2015,10,9,8686,0,2
3162,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",52,37,"[u'shot', u'direct_freekick', u'shot', u'shot', u'direct_freekick']",5,10257,96398,2014/2015,18,21,8686,0,5
3163,"[u'y', u'y', u'y']",30,10,"[u'shot', u'tap_in', u'header', u'shot']",4,10257,27326,2014/2015,18,15,8535,0,4
3164,"[u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",34,24,"[u'shot', u'header', u'tap_in', u'header', u'header', 'penalty', u'header']",7,10257,38458,2014/2015,8,4,8535,1,6
3165,"[u'y', u'y2', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",41,31,"[u'shot', u'shot']",2,10257,30682,2014/2015,9,8,8686,0,2
3166,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",36,29,[u'header'],1,10257,103266,2014/2015,4,2,8686,0,1
3167,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",18,33,"[u'shot', u'shot']",2,10257,38433,2014/2015,21,16,8535,0,2
3168,[u'y'],9,26,"[u'shot', u'header']",2,10257,37824,2014/2015,8,5,8535,0,2
3169,"[u'y', u'y', u'y', u'r']",37,44,"[u'distance', u'header']",2,10257,26146,2014/2015,7,5,8686,0,2
3170,"[u'y', u'y', u'y', u'y', u'y']",31,20,[],0,10257,27694,2014/2015,23,14,8535,0,0
3171,[u'y'],14,17,"[u'shot', u'tap_in']",2,10257,37950,2014/2015,15,21,8686,0,2
3172,"[u'y', u'y', u'y', u'y', u'y', u'y']",35,26,"[u'direct_freekick', 'penalty', u'shot', u'shot', u'distance', u'shot', u'distance']",7,10257,147951,2014/2015,26,38,8535,1,6
3173,"[u'y', u'y']",8,12,"[u'distance', u'shot', 'penalty', u'shot', u'shot', u'shot', u'shot', u'shot']",8,10257,155738,2014/2015,21,19,8686,1,7
3174,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",23,25,"[u'shot', 'penalty', u'shot', u'shot', u'distance']",5,10257,264842,2014/2015,19,26,8686,1,4
3175,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",39,15,"[u'header', u'header', u'loose_ball']",3,10257,74009,2014/2015,9,5,8529,0,3
3176,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",80,50,"[u'volley', u'loose_ball', u'shot', 'penalty', u'volley', u'header', u'shot', u'shot', u'shot', u'bicycle_kick', u'shot']",11,10257,166595,2014/2015,28,39,7943,1,10
3177,"[u'y', u'y']",8,3,[],0,10257,293205,2014/2015,1,0,7943,0,0
3178,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",64,95,"[u'shot', u'shot', u'shot', u'shot', u'shot']",5,10257,71768,2014/2015,15,13,8529,0,5
3179,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'r', u'y', u'y', u'y', u'y', u'y', u'y']",54,103,"['penalty', u'shot', 'penalty', u'header', 'penalty', 'penalty', u'shot', 'penalty', u'distance', u'volley', u'shot', u'shot', u'shot', 'penalty', u'header']",15,10257,364520,2014/2015,38,40,7943,6,9
3180,"[u'y', u'y', u'y']",20,27,"[u'shot', u'deflected', u'shot', u'distance', u'shot', u'volley', u'shot']",7,10257,79253,2014/2015,16,21,8529,0,7
3181,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y', u'y', u'y']",44,37,[u'direct_freekick'],1,10257,24405,2014/2015,13,9,8529,0,1
3182,"[u'y', u'y', u'y', u'y', u'y2', u'y']",22,41,"['penalty', u'distance']",2,10257,41326,2014/2015,12,17,8529,1,1
3183,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",68,71,[u'distance'],1,10257,74034,2014/2015,5,6,7943,0,1
3184,[u'y'],1,2,[],0,10257,128803,2014/2015,0,0,8529,0,0
3185,"[u'y', u'y', u'y', u'y', u'y', u'y']",20,36,[],0,10257,41769,2014/2015,3,7,8529,0,0
3186,"[u'y', u'y', u'y', u'y', u'y', u'y2', u'y', u'y', u'y2']",34,27,[],0,10257,41497,2014/2015,5,4,7943,0,0
3187,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y', u'y']",52,36,[],0,10257,192079,2014/2015,5,8,8529,0,0
3188,"[u'y', u'y', u'y', u'y', u'y', u'y', u'y']",23,34,"[u'shot', u'header', u'shot', u'shot', u'shot', u'shot']",6,10257,150395,2014/2015,21,33,8529,0,6
